ITERACAO,TEMPO (s),DESLOCAMENTO (m)
1209000,20.77830225320317,.2391764979025986E-06
1210000,20.79548860742418,.2301586744118981E-06
1211000,20.81267496164519,.2069030872724291E-06
1212000,20.82986131586620,.1714273561108009E-06
1213000,20.84704767008721,.1264482247284269E-06
1214000,20.86423402430822,.7518220017494444E-07
1215000,20.88142037852923,.2112199685932370E-07
1216000,20.89860673275025,-.3219605598643145E-07
1217000,20.91579308697126,-.8141848739214126E-07
1218000,20.93297944119227,-.1235808506791666E-06
1219000,20.95016579541328,-.1562812310498536E-06
1220000,20.96735214963429,-.1778112970201329E-06
1221000,20.98453850385530,-.1872381788033353E-06
1222000,21.00172485807632,-.1844338479785012E-06
1223000,21.01891121229733,-.1700521462404293E-06
1224000,21.03609756651834,-.1454569418780880E-06
1225000,21.05328392073935,-.1126078738097678E-06
1226000,21.07047027496036,-.7391259772808451E-07
1227000,21.08765662918137,-.3205624064253046E-07
1228000,21.10484298340238,.1018018994056051E-07
1229000,21.12202933762340,.5010044536192016E-07
1230000,21.13921569184441,.8526125117873778E-07
1231000,21.15640204606542,.1136178620786521E-06
1232000,21.17358840028643,.1336385612416108E-06
1233000,21.19077475450744,.1443820149146353E-06
1234000,21.20796110872846,.1455339981934154E-06
1235000,21.22514746294947,.1374027347264466E-06
1236000,21.24233381717048,.1208747624429853E-06
1237000,21.25952017139149,.9733568124788405E-07
1238000,21.27670652561250,.6856220959955232E-07
1239000,21.29389287983351,.3659355709923940E-07
1240000,21.31107923405453,.3591127833623350E-08
1241000,21.32826558827554,-.2830403800190562E-07
1242000,21.34545194249655,-.5710689994137209E-07
1243000,21.36263829671756,-.8110874741600991E-07
1244000,21.37982465093857,-.9897514650190975E-07
1245000,21.39701100515959,-.1098161321028479E-06
1246000,21.41419735938060,-.1132252575881595E-06
1247000,21.43138371360161,-.1092862360917302E-06
1248000,21.44857006782262,-.9854802784602172E-07
1249000,21.46575642204363,-.8197121057010566E-07
1250000,21.48294277626464,-.6085019364455133E-07
1251000,21.50012913048566,-.3671720147395273E-07
1252000,21.51731548470667,-.1123488374886936E-07
1253000,21.53450183892768,.1391513245754840E-07
1254000,21.55168819314869,.3714046243629223E-07
1255000,21.56887454736970,.5703616271890352E-07
1256000,21.58606090159071,.7246702524944769E-07
1257000,21.60324725581173,.8262933276226164E-07
1258000,21.62043361003274,.8708893855999454E-07
1259000,21.63761996425375,.8579417320060682E-07
1260000,21.65480631847476,.7906375137310108E-07
1261000,21.67199267269577,.6755144631013981E-07
1262000,21.68917902691679,.5219071729772751E-07
1263000,21.70636538113780,.3412363424994988E-07
1264000,21.72355173535881,.1461927785847289E-07
1265000,21.74073808957982,-.5012736295356715E-08
1266000,21.75792444380083,-.2350787192348463E-07
1267000,21.77511079802184,-.3972596875198721E-07
1268000,21.79229715224286,-.5271938676173840E-07
1269000,21.80948350646387,-.6178606934523614E-07
1270000,21.82666986068488,-.6650471956798080E-07
1271000,21.84385621490589,-.6675054240227034E-07
1272000,21.86104256912690,-.6269131430365222E-07
1273000,21.87822892334792,-.5476481390895428E-07
1274000,21.89541527756893,-.4363980371374664E-07
1275000,21.91260163178994,-.3016372266356819E-07
1276000,21.92978798601095,-.1530097866939210E-07
1277000,21.94697434023196,-.6618071927218730E-10
1278000,21.96416069445297,.1454319554219868E-07
1279000,21.98134704867399,.2761035551161260E-07
1280000,21.99853340289500,.3835500823007290E-07
1281000,22.01571975711601,.4617817731613578E-07
1282000,22.03290611133702,.5069355124649361E-07
1283000,22.05009246555803,.5174388630308013E-07
1284000,22.06727881977904,.4940199582625277E-07
1285000,22.08446517400006,.4395686985356492E-07
1286000,22.10165152822107,.3588640522744113E-07
1287000,22.11883788244208,.2581903048745975E-07
1288000,22.13602423666309,.1448713573768891E-07
1289000,22.15321059088410,.2675631817945474E-08
1290000,22.17039694510511,-.8830852895911330E-08
1291000,22.18758329932612,-.1929867882318079E-07
1292000,22.20476965354714,-.2809061538080320E-07
1293000,22.22195600776815,-.3470325074687398E-07
1294000,22.23914236198916,-.3879428932736873E-07
1295000,22.25632871621017,-.4019836885494871E-07
1296000,22.27351507043118,-.3893082263064866E-07
1297000,22.29070142465219,-.3517961236627457E-07
1298000,22.30788777887321,-.2928641164228669E-07
1299000,22.32507413309422,-.2171848227607049E-07
1300000,22.34226048731523,-.1303351679239914E-07
1301000,22.35944684153624,-.3839990526263057E-08
1302000,22.37663319575725,.5244241049367857E-08
1303000,22.39381954997826,.1363235593045923E-07
1304000,22.41100590419928,.2080541536646319E-07
1305000,22.42819225842029,.2634340379643644E-07
1306000,22.44537861264130,.2994867401835771E-07
1307000,22.46256496686231,.3146057136971258E-07
1308000,22.47975132108332,.3086062726731431E-07
1309000,22.49693767530433,.2826834492560571E-07
1310000,22.51412402952535,.2392820705937756E-07
1311000,22.53131038374636,.1818907871674365E-07
1312000,22.54849673796737,.1147762543006155E-07
1313000,22.56568309218838,.4267692439541451E-08
1314000,22.58286944640939,-.2952221579621575E-08
1315000,22.60005580063041,-.9711219978620974E-08
1316000,22.61724215485142,-.1558591571147904E-07
1317000,22.63442850907243,-.2022614355753962E-07
1318000,22.65161486329344,-.2337496979150109E-07
1319000,22.66880121751445,-.2488191694534532E-07
1320000,22.68598757173546,-.2470880015279235E-07
1321000,22.70317392595648,-.2292807151560330E-07
1322000,22.72036028017749,-.1971405694629765E-07
1323000,22.73754663439850,-.1532791499571055E-07
1324000,22.75473298861951,-.1009752216740802E-07
1325000,22.77191934284052,-.4393772564519464E-08
1326000,22.78910569706153,.1395043451454676E-08
1327000,22.80629205128255,.6889054052095368E-08
1328000,22.82347840550356,.1174113758606253E-07
1329000,22.84066475972457,.1565825174096895E-07
1330000,22.85785111394558,.1841849039909829E-07
1331000,22.87503746816659,.1988292064633085E-07
1332000,22.89222382238761,.2000162399192219E-07
1333000,22.90941017660862,.1881376100915494E-07
1334000,22.92659653082963,.1644187098680614E-07
1335000,22.94378288505064,.1308098259408781E-07
1336000,22.96096923927165,.8983425570768632E-08
1337000,22.97815559349266,.4440478656109943E-08
1338000,22.99534194771368,-.2378479105645534E-09
1339000,23.01252830193469,-.4743523454705075E-08
1340000,23.02971465615570,-.8790347173189759E-08
1341000,23.04690101037671,-.1213168751843154E-07
1342000,23.06408736459772,-.1457504142235296E-07
1343000,23.08127371881874,-.1599258738472529E-07
1344000,23.09846007303975,-.1632719412798615E-07
1345000,23.11564642726076,-.1559365850126289E-07
1346000,23.13283278148177,-.1387526163822350E-07
1347000,23.15001913570278,-.1131603064544383E-07
1348000,23.16720548992379,-.8109355743777522E-08
1349000,23.18439184414481,-.4483824212123949E-08
1350000,23.20157819836582,-.6872809423194317E-09
1351000,23.21876455258683,.3029796367213187E-08
1352000,23.23595090680784,.6430513867149109E-08
1353000,23.25313726102885,.9306341534265160E-08
1354000,23.27032361524986,.1148955669025892E-07
1355000,23.28750996947088,.1286263322976322E-07
1356000,23.30469632369189,.1336408028407723E-07
1357000,23.32188267791290,.1299047956496775E-07
1358000,23.33906903213391,.1179472350910084E-07
1359000,23.35625538635492,.9880700069394737E-08
1360000,23.37344174057593,.7394889288857529E-08
1361000,23.39062809479694,.4515518443935137E-08
1362000,23.40781444901796,.1440056270828450E-08
1363000,23.42500080323897,-.1628094274162966E-08
1364000,23.44218715745998,-.4492824207029825E-08
1365000,23.45937351168099,-.6977623244790469E-08
1366000,23.47655986590200,-.8936205546901620E-08
1367000,23.49374622012301,-.1026083505066088E-07
1368000,23.51093257434403,-.1088789809627804E-07
1369000,23.52811892856504,-.1080046308168025E-07
1370000,23.54530528278605,-.1002776874907930E-07
1371000,23.56249163700706,-.8641781126011823E-08
1372000,23.57967799122807,-.6751141545208889E-08
1373000,23.59686434544908,-.4492983474695647E-08
1374000,23.61405069967010,-.2023215133224886E-08
1375000,23.63123705389111,.4940582715731334E-09
1376000,23.64842340811212,.2897267757762431E-08
1377000,23.66560976233313,.5037579340357464E-08
1378000,23.68279611655414,.6787926991327934E-08
1379000,23.69998247077515,.8050345146577703E-08
1380000,23.71716882499617,.8761193494187640E-08
1381000,23.73435517921718,.8894015572063684E-08
1382000,23.75154153343819,.8459932648987450E-08
1383000,23.76872788765920,.7505634859730178E-08
1384000,23.78591424188021,.6109182352297636E-08
1385000,23.80310059610123,.4373961025242035E-08
1386000,23.82028695032224,.2421242565964289E-08
1387000,23.83747330454325,.3818712152481525E-09
1388000,23.85465965876426,-.1612363483657500E-08
1389000,23.87184601298527,-.3437108781027072E-08
1390000,23.88903236720628,-.4983062158426533E-08
1391000,23.90621872142730,-.6162360284780986E-08
1392000,23.92340507564831,-.6913381888134807E-08
1393000,23.94059142986932,-.7203716736304989E-08
1394000,23.95777778409033,-.7031178337249099E-08
1395000,23.97496413831134,-.6422866604133890E-08
1396000,23.99215049253235,-.5432410282802221E-08
1397000,24.00933684675337,-.4135629734553782E-08
1398000,24.02652320097438,-.2624952133725076E-08
1399000,24.04370955519539,-.1002978166527097E-08
1400000,24.06089590941640,.6243614509816630E-09
1401000,24.07808226363741,.2154611356985706E-08
1402000,24.09526861785843,.3495129409391229E-08
1403000,24.11245497207944,.4568573028222224E-08
1404000,24.12964132630045,.5317218115943586E-08
1405000,24.14682768052146,.5705880284421054E-08
1406000,24.16401403474247,.5723305178946645E-08
1407000,24.18120038896348,.5381996593981888E-08
1408000,24.19838674318450,.4716551177336572E-08
1409000,24.21557309740551,.3780660523056626E-08
1410000,24.23275945162652,.2643019828811232E-08
1411000,24.24994580584753,.1382442571305257E-08
1412000,24.26713216006854,.8251968939932177E-10
1413000,24.28431851428956,-.1173822120457849E-08
1414000,24.30150486851057,-.2309515357715328E-08
1415000,24.31869122273158,-.3257981015358182E-08
1416000,24.33587757695259,-.3966921172193518E-08
1417000,24.35306393117360,-.4401067047783108E-08
1418000,24.37025028539461,-.4543748673140927E-08
1419000,24.38743663961563,-.4397231981007366E-08
1420000,24.40462299383664,-.3981849166773724E-08
1421000,24.42180934805765,-.3334023522362242E-08
1422000,24.43899570227866,-.2503355997781297E-08
1423000,24.45618205649967,-.1548993670246763E-08
1424000,24.47336841072068,-.5355372382102294E-09
1425000,24.49055476494170,.4712361159325671E-09
1426000,24.50774111916271,.1408557175194299E-08
1427000,24.52492747338372,.2220495762149883E-08
1428000,24.54211382760473,.2861210254721597E-08
1429000,24.55930018182574,.3297433059618005E-08
1430000,24.57648653604675,.3510065041214878E-08
1431000,24.59367289026777,.3494813268378535E-08
1432000,24.61085924448878,.3261869565990037E-08
1433000,24.62804559870979,.2834688166275976E-08
1434000,24.64523195293080,.2247975480424481E-08
1435000,24.66241830715181,.1545050416459865E-08
1436000,24.67960466137282,.7747672398173972E-09
1437000,24.69679101559383,-.1178695753329657E-10
1438000,24.71397736981485,-.7646022887696196E-09
1439000,24.73116372403586,-.1437853940396901E-08
1440000,24.74835007825687,-.1992619412488406E-08
1441000,24.76553643247788,-.2399048979764617E-08
1442000,24.78272278669889,-.2637874155004048E-08
1443000,24.79990914091990,-.2701185544918136E-08
1444000,24.81709549514092,-.2592460585396616E-08
1445000,24.83428184936193,-.2325870007471972E-08
1446000,24.85146820358294,-.1924936472880989E-08
1447000,24.86865455780395,-.1420656942794204E-08
1448000,24.88584091202496,-.8492298408142389E-09
1449000,24.90302726624597,-.2495474106322420E-09
1450000,24.92021362046699,.3393779729972331E-09
1451000,24.93739997468800,.8808874936306309E-09
1452000,24.95458632890901,.1342896700697361E-08
1453000,24.97177268313002,.1699732909407542E-08
1454000,24.98895903735103,.1933488419550657E-08
1455000,25.00614539157205,.2034823734302446E-08
1456000,25.02333174579306,.2003192676989297E-08
1457000,25.04051810001407,.1846499267661877E-08
1458000,25.05770445423508,.1580232000721336E-08
1459000,25.07489080845609,.1226152565832798E-08
1460000,25.09207716267710,.8106412524018485E-09
1461000,25.10926351689812,.3628189161221474E-09
1462000,25.12644987111913,-.8742535256549481E-10
1463000,25.14363622534014,-.5113710840696102E-09
1464000,25.16082257956115,-.8832457159276159E-09
1465000,25.17800893378216,-.1181739381511646E-08
1466000,25.19519528800317,-.1391169646239997E-08
1467000,25.21238164222419,-.1502236597045396E-08
1468000,25.22956799644520,-.1512337389436644E-08
1469000,25.24675435066621,-.1425438844100219E-08
1470000,25.26394070488722,-.1251535040602538E-08
1471000,25.28112705910823,-.1005742309507914E-08
1472000,25.29831341332925,-.7071050638836273E-09
1473000,25.31549976755026,-.3772013692303028E-09
1474000,25.33268612177127,-.3864626405050765E-10
1475000,25.34987247599228,.2864067113792132E-09
1476000,25.36705883021329,.5776694273658882E-09
1477000,25.38424518443430,.8179422933640779E-09
1478000,25.40143153865532,.9940856252256854E-09
1479000,25.41861789287633,.1097687452324215E-08
1480000,25.43580424709734,.1125397681401254E-08
1481000,25.45299060131835,.1078921285631863E-08
1482000,25.47017695553936,.9646854683365520E-09
1483000,25.48736330976038,.7932161458506625E-09
1484000,25.50454966398139,.5782763670005018E-09
1485000,25.52173601820240,.3358324515963320E-09
1486000,25.53892237242341,.8292200710368982E-10
1487000,25.55610872664442,-.1634987736072562E-09
1488000,25.57329508086543,-.3876530200094139E-09
1489000,25.59048143508645,-.5759174749084648E-09
1490000,25.60766778930746,-.7176152118661991E-09
1491000,25.62485414352847,-.8055829903905612E-09
1492000,25.64204049774948,-.8364858812671835E-09
1493000,25.65922685197049,-.8108693150808827E-09
1494000,25.67641320619150,-.7329561499223679E-09
1495000,25.69359956041252,-.6102125932988654E-09
1496000,25.71078591463353,-.4527208463915693E-09
1497000,25.72797226885454,-.2724073453475095E-09
1498000,25.74515862307555,-.8218286329122064E-10
1499000,25.76234497729656,.1049458256839748E-09
1500000,25.77953133151757,.2767335980951547E-09
1501000,25.79671768573859,.4224692227663037E-09
1502000,25.81390403995960,.5336152451570143E-09
1503000,25.83109039418061,.6042790864924467E-09
1504000,25.84827674840162,.6314913995751756E-09
1505000,25.86546310262263,.6152812558990192E-09
1506000,25.88264945684364,.5585514135568912E-09
1507000,25.89983581106465,.4667698377091944E-09
1508000,25.91702216528567,.3475050053389878E-09
1509000,25.93420851950668,.2098416453979108E-09
1510000,25.95139487372769,.6371993888358880E-10
1511000,25.96858122794870,-.8075547707368502E-10
1512000,25.98576758216971,-.2139901889881934E-09
1513000,26.00295393639072,-.3275147313682446E-09
1514000,26.02014029061174,-.4145013257687019E-09
1515000,26.03732664483275,-.4701524806232862E-09
1516000,26.05451299905376,-.4919408407269024E-09
1517000,26.07169935327477,-.4796902000380080E-09
1518000,26.08888570749578,-.4354983752157534E-09
1519000,26.10607206171679,-.3635129679098436E-09
1520000,26.12325841593781,-.2695802651712549E-09
1521000,26.14044477015882,-.1607950805293215E-09
1522000,26.15763112437983,-.4498479323568019E-10
1523000,26.17481747860084,.6983607694340476E-10
1524000,26.19200383282185,.1760038298809780E-09
1525000,26.20919018704287,.2667009927319066E-09
1526000,26.22637654126388,.3363781540652996E-09
1527000,26.24356289548489,.3810771476569167E-09
1528000,26.26074924970590,.3986378750464769E-09
1529000,26.27793560392691,.3887793118872158E-09
1530000,26.29512195814792,.3530538188588711E-09
1531000,26.31230831236894,.2946822035201491E-09
1532000,26.32949466658995,.2182845213502461E-09
1533000,26.34668102081096,.1295278998261231E-09
1534000,26.36386737503197,.3471735311732380E-10
1535000,26.38105372925298,-.5964162043831959E-10
1536000,26.39824008347399,-.1472790184172941E-09
1537000,26.41542643769501,-.2225663669049937E-09
1538000,26.43261279191602,-.2808672157862350E-09
1539000,26.44979914613703,-.3188110078022445E-09
1540000,26.46698550035804,-.3344749516235188E-09
1541000,26.48417185457905,-.3274650524383117E-09
1542000,26.50135820880007,-.2988943290965226E-09
1543000,26.51854456302108,-.2512630159247809E-09
1544000,26.53573091724209,-.1882517739919225E-09
1545000,26.55291727146310,-.1144442356528574E-09
1546000,26.57010362568411,-.3499926538897264E-10
1547000,26.58728997990512,.4470408131852061E-10
1548000,26.60447633412614,.1194248997633497E-09
1549000,26.62166268834715,.1843986490569385E-09
1550000,26.63884904256816,.2356338793540319E-09
1551000,26.65603539678917,.2701495039092438E-09
1552000,26.67322175101018,.2861390861451981E-09
1553000,26.69040810523120,.2830537806234781E-09
1554000,26.70759445945221,.2616011059831335E-09
1555000,26.72478081367322,.2236622673564395E-09
1556000,26.74196716789423,.1721359275042787E-09
1557000,26.75915352211524,.1107208275667544E-09
1558000,26.77633987633625,.4365321212181678E-10
1559000,26.79352623055727,-.2458257842793802E-10
1560000,26.81071258477828,-.8955083931575165E-10
1561000,26.82789893899929,-.1471491965235397E-09
1562000,26.84508529322030,-.1938632958441384E-09
1563000,26.86227164744131,-.2269760179553304E-09
1564000,26.87945800166232,-.2447191669198575E-09
1565000,26.89664435588334,-.2463596587361994E-09
1566000,26.91383071010435,-.2322166956714567E-09
1567000,26.93101706432536,-.2036109523355043E-09
1568000,26.94820341854637,-.1627511268300312E-09
1569000,26.96538977276738,-.1125670543713188E-09
1570000,26.98257612698839,-.5650171119392233E-10
1571000,26.99976248120941,.1723323590026709E-11
1572000,27.01694883543042,.5835314521323461E-10
1573000,27.03413518965143,.1098395516337823E-09
1574000,27.05132154387244,.1530606776451747E-09
1575000,27.06850789809345,.1855068714834318E-09
1576000,27.08569425231446,.2054220276410760E-09
1577000,27.10288060653548,.2118927705115490E-09
1578000,27.12006696075649,.2048814455132436E-09
1579000,27.13725331497750,.1852025777289138E-09
1580000,27.15443966919851,.1544460622457923E-09
1581000,27.17162602341952,.1148536290196751E-09
1582000,27.18881237764053,.6915788055955473E-10
1583000,27.20599873186154,.2039527510289282E-10
1584000,27.22318508608256,-.2829428782885874E-10
1585000,27.24037144030357,-.7386818365879906E-10
1586000,27.25755779452458,-.1135693908410558E-09
1587000,27.27474414874559,-.1450909374712054E-09
1588000,27.29193050296660,-.1667068578435930E-09
1589000,27.30911685718761,-.1773624806357205E-09
1590000,27.32630321140863,-.1767196736894117E-09
1591000,27.34348956562964,-.1651556565188701E-09
1592000,27.36067591985065,-.1437169654913263E-09
1593000,27.37786227407166,-.1140329303430030E-09
1594000,27.39504862829267,-.7819542574629358E-10
1595000,27.41223498251369,-.3861355868281581E-10
1596000,27.42942133673470,.2146761104770935E-11
1597000,27.44660769095571,.4152780441772303E-10
1598000,27.46379404517672,.7713906708157727E-10
1599000,27.48098039939773,.1069006117375252E-09
1600000,27.49816675361874,.1291622612031173E-09
1601000,27.51535310783976,.1427920015096929E-09
1602000,27.53253946206077,.1472291116806885E-09
1603000,27.54972581628178,.1424999029331590E-09
1604000,27.56691217050279,.1291963660246878E-09
1605000,27.58409852472380,.1084203381023128E-09
1606000,27.60128487894481,.8169786782407436E-10
1607000,27.61847123316583,.5087015830333500E-10
1608000,27.63565758738684,.1796870784351507E-10
1609000,27.65284394160785,-.1491701310362534E-10
1610000,27.67003029582886,-.4577084015238920E-10
1611000,27.68721665004987,-.7277200881544112E-10
1612000,27.70440300427089,-.9440078999217161E-10
1613000,27.72158935849190,-.1095216828897106E-09
1614000,27.73877571271291,-.1174397986479892E-09
1615000,27.75596206693392,-.1179278996765446E-09
1616000,27.77314842115493,-.1112234829077565E-09
1617000,27.79033477537594,-.9799718588351185E-10
1618000,27.80752112959696,-.7929553539178985E-10
1619000,27.82470748381797,-.5646254574572065E-10
1620000,27.84189383803898,-.3104582398493657E-10
1621000,27.85908019225999,-.4693592763431060E-11
1622000,27.87626654648100,.2095063372439425E-10
1623000,27.89345290070202,.4434909394865897E-10
1624000,27.91063925492303,.6416043492793229E-10
1625000,27.92782560914404,.7931475148743225E-10
1626000,27.94501196336505,.8906895357724237E-10
1627000,27.96219831758606,.9303978743202538E-10
1628000,27.97938467180707,.9121333107641287E-10
1629000,27.99657102602809,.8393129502218800E-10
1630000,28.01375738024910,.7185588977065323E-10
1631000,28.03094373447011,.5591628647272478E-10
1632000,28.04813008869112,.3724072308309076E-10
1633000,28.06531644291213,.1707904077367894E-10
1634000,28.08250279713314,-.3279160089185072E-11
1635000,28.09968915135416,-.2258549071442788E-10
1636000,28.11687550557517,-.3970788399977663E-10
1637000,28.13406185979618,-.5369542364605287E-10
1638000,28.15124821401719,-.6382929214960708E-10
1639000,28.16843456823820,-.6965724935611920E-10
1640000,28.18562092245921,-.7101018548782235E-10
1641000,28.20280727668023,-.6800046939441493E-10
1642000,28.21999363090124,-.6100295859520731E-10
1643000,28.23717998512225,-.5062058198639922E-10
1644000,28.25436633934326,-.3763728752621496E-10
1645000,28.27155269356427,-.2296181725867457E-10
1646000,28.28873904778528,-.7566197416147448E-11
1647000,28.30592540200630,.7577004446742677E-11
1648000,28.32311175622731,.2155469970769229E-10
1649000,28.34029811044832,.3356696068257971E-10
1650000,28.35748446466933,.4297130068974816E-10
1651000,28.37467081889034,.4931520877485582E-10
1652000,28.39185717311135,.5235543193097378E-10
1653000,28.40904352733236,.5206339231866492E-10
1654000,28.42622988155338,.4861702132821421E-10
1655000,28.44341623577439,.4238013006183351E-10
1656000,28.46060258999540,.3387116666028701E-10
1657000,28.47778894421641,.2372379342779341E-10
1658000,28.49497529843742,.1264212065865429E-10
1659000,28.51216165265843,.1353641721865363E-11
1660000,28.52934800687945,-.9437079202518678E-11
1661000,28.54653436110046,-.1909110097523274E-10
1662000,28.56372071532147,-.2707167309994352E-10
1663000,28.58090706954248,-.3297266924452441E-10
1664000,28.59809342376349,-.3653748305282746E-10
1665000,28.61527977798450,-.3766764817097098E-10
1666000,28.63246613220552,-.3642112645510476E-10
1667000,28.64965248642653,-.3300086291602081E-10
1668000,28.66683884064754,-.2773479281510817E-10
1669000,28.68402519486855,-.2104897127483284E-10
1670000,28.70121154908956,-.1343585256315367E-10
1671000,28.71839790331058,-.5419957988871802E-11
1672000,28.73558425753159,.2476768833287455E-11
1673000,28.75277061175260,.9767709657776519E-11
1674000,28.76995696597361,.1603043805724755E-10
1675000,28.78714332019462,.2093006188700354E-10
1676000,28.80432967441563,.2423582923967146E-10
1677000,28.82151602863665,.2583027288634299E-10
1678000,28.83870238285766,.2571067924402756E-10
1679000,28.85588873707867,.2398316867642119E-10
1680000,28.87307509129968,.2085013284285413E-10
1681000,28.89026144552069,.1659216434871059E-10
1682000,28.90744779974171,.1154591229328385E-10
1683000,28.92463415396272,.6079489502367432E-11
1684000,28.94182050818373,.5671357757976322E-12
1685000,28.95900686240474,-.4635193445027734E-11
1686000,28.97619321662575,-.9211784506611148E-11
1687000,28.99337957084676,-.1290537353423486E-10
1688000,29.01056592506778,-.1553061513913029E-10
1689000,29.02775227928879,-.1698217731312789E-10
1690000,29.04493863350980,-.1723720763825537E-10
1691000,29.06212498773081,-.1635229420688629E-10
1692000,29.07931134195182,-.1445539704721126E-10
1693000,29.09649769617283,-.1173353066989678E-10
1694000,29.11368405039385,-.8417217943106328E-11
1695000,29.13087040461486,-.4762897252204945E-11
1696000,29.14805675883587,-.1034541809694050E-11
1697000,29.16524311305688,.2514259101925214E-11
1698000,29.18242946727789,.5656597745514425E-11
1699000,29.19961582149891,.8205927635600939E-11
1700000,29.21680217571992,.1002634898817296E-10
1701000,29.23398852994093,.1103898489198359E-10
1702000,29.25117488416194,.1122421641080385E-10
1703000,29.26836123838295,.1061983036377805E-10
1704000,29.28554759260396,.9315402470387046E-11
1705000,29.30273394682498,.7443473909238368E-11
1706000,29.31992030104599,.5168267065467908E-11
1707000,29.33710665526700,.2672816036485618E-11
1708000,29.35429300948801,.1454532707022350E-12
1709000,29.37147936370902,-.2233406045798590E-11
1710000,29.38866571793004,-.4303302745526024E-11
1711000,29.40585207215105,-.5933834885353294E-11
1712000,29.42303842637206,-.7032224785714368E-11
1713000,29.44022478059307,-.7547952188004336E-11
1714000,29.45741113481408,-.7474269060912853E-11
1715000,29.47459748903509,-.6846630082409180E-11
1716000,29.49178384325610,-.5738279872344253E-11
1717000,29.50897019747712,-.4253420313886752E-11
1718000,29.52615655169813,-.2518527629798115E-11
1719000,29.54334290591914,-.6724909356196780E-12
1720000,29.56052926014015,.1143703258198638E-11
1721000,29.57771561436116,.2797014269313600E-11
1722000,29.59490196858217,.4171439027940473E-11
1723000,29.61208832280319,.5175564382903542E-11
1724000,29.62927467702420,.5748119181874496E-11
1725000,29.64646103124521,.5861218940892945E-11
1726000,29.66364738546622,.5521164470806381E-11
1727000,29.68083373968723,.4766827520133229E-11
1728000,29.69802009390824,.3665819700907796E-11
1729000,29.71520644812925,.2308785053217438E-11
1730000,29.73239280235027,.8022726062903953E-12
1731000,29.74957915657128,-.7392735707185700E-12
1732000,29.76676551079229,-.2201827278126969E-11
1733000,29.78395186501330,-.3479814989945852E-11
1734000,29.80113821923431,-.4483329224078764E-11
1735000,29.81832457345532,-.5144050280988558E-11
1736000,29.83551092767634,-.5419508598033175E-11
1737000,29.85269728189735,-.5295443899673961E-11
1738000,29.86988363611836,-.4786153754573715E-11
1739000,29.88706999033937,-.3932863554865683E-11
1740000,29.90425634456038,-.2800282904197538E-11
1741000,29.92144269878140,-.1471631268150610E-11
1742000,29.93862905300241,-.4251111153929730E-13
1743000,29.95581540722342,.1385926038039365E-11
1744000,29.97300176144443,.2714039719042334E-11
1745000,29.99018811566544,.3850503702838966E-11
1746000,30.00737446988645,.4718399100799106E-11
1747000,30.02456082410747,.5260203745962707E-11
1748000,30.04174717832848,.5441368189714621E-11
1749000,30.05893353254949,.5252270954097287E-11
1750000,30.07611988677050,.4708458979523047E-11
1751000,30.09330624099151,.3849195701446389E-11
1752000,30.11049259521253,.2734451101142291E-11
1753000,30.12767894943354,.1440568150278145E-11
1754000,30.14486530365455,.5492204997852826E-13
1755000,30.16205165787556,-.1330052339457976E-11
1756000,30.17923801209657,-.2623056715632715E-11
1757000,30.19642436631758,-.3739935930282581E-11
1758000,30.21361072053860,-.4609103836486461E-11
1759000,30.23079707475961,-.5176044457966578E-11
1760000,30.24798342898062,-.5406613056040389E-11
1761000,30.26516978320163,-.5288946437292101E-11
1762000,30.28235613742264,-.4833886924119621E-11
1763000,30.29954249164365,-.4073923341264667E-11
1764000,30.31672884586467,-.3060748624675973E-11
1765000,30.33391520008568,-.1861621068320764E-11
1766000,30.35110155430669,-.5547893563099158E-12
1767000,30.36828790852770,.7757039661059489E-12
1768000,30.38547426274871,.2045493081594416E-11
1769000,30.40266061696973,.3175276404402024E-11
1770000,30.41984697119074,.4095777425473902E-11
1771000,30.43703332541175,.4751970628193845E-11
1772000,30.45421967963276,.5106318399229884E-11
1773000,30.47140603385377,.5140833971229634E-11
1774000,30.48859238807478,.4857864645912062E-11
1775000,30.50577874229580,.4279573523614154E-11
1776000,30.52296509651681,.3446181219805685E-11
1777000,30.54015145073782,.2413106289741712E-11
1778000,30.55733780495883,.1247209552108521E-11
1779000,30.57452415917984,.2239925838643559E-13
1780000,30.59171051340086,-.1185111792070564E-11
1781000,30.60889686762187,-.2301591235659937E-11
1782000,30.62608322184288,-.3260313131310064E-11
1783000,30.64326957606389,-.4005547587561623E-11
1784000,30.66045593028490,-.4495777256677289E-11
1785000,30.67764228450591,-.4705958345269652E-11
1786000,30.69482863872692,-.4628708233286751E-11
1787000,30.71201499294794,-.4274371919794032E-11
1788000,30.72920134716895,-.3669990755218433E-11
1789000,30.74638770138996,-.2857264766748727E-11
1790000,30.76357405561097,-.1889660176914132E-11
1791000,30.78076040983198,-.8288628844963904E-12
1792000,30.79794676405299,.2591860350843441E-12
1793000,30.81513311827401,.1308417159685235E-11
1794000,30.83231947249502,.2256663100797679E-11
1795000,30.84950582671603,.3049346706548294E-11
1796000,30.86669218093704,.3642609305400155E-11
1797000,30.88387853515805,.4005701868666678E-11
1798000,30.90106488937906,.4122512436010695E-11
1799000,30.91825124360007,.3992159988495163E-11
1800000,30.93543759782109,.3628644445639384E-11
1801000,30.95262395204210,.3059600832003758E-11
1802000,30.96981030626311,.2324259319446693E-11
